ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system
T400546,2025-03-12 05:12:50,2025-03-12 05:17:55,2025-03-12 06:45:20,resolved,chat,C105101,VR894843,VA-SP-MINI,Account,Normal,Chat Frontline,A3013,,,,,N,Is Orbit Mini Speaker compatible with iPhone?,Shared spec details with customer.,legacy_fd
T400602,2025-03-12 09:03:11,2025-03-12 09:47:08,2025-03-12 14:10:56,resolved,chat,C102825,VR882746,VA-SW-NX1,Returns,Low,Returns Desk,A3037,,4,424900,GW-OTHER,N,"Return request for Nexa Smartwatch, unopened mostly. Please refund after pickup.",Processed.,legacy_fd
T400536,2025-03-12 09:18:36,2025-03-13 00:23:01,2025-03-13 14:00:51,resolved,social,C106097,,VA-EB-AIR,How-to,Low,Chat Frontline,A3005,,3,,,N,Unable to connect AirLite Earbuds to the app.,Walked customer through app update. Issue closed.,legacy_fd
T408516,2025-03-12 12:01:51,2025-03-12 12:06:42,2025-03-12 06:57:53,closed,chat,C101695,,VA-HP-ST3,How-to,High,Email Frontline,A3020,,3,,,N,How do I pair Strata 3 Over-Ear Headphones with my phone? Blinking red only.,Walked customer through app update. Issue closed.,legacy_fd
T407461,2025-03-12 14:38:01,2025-03-12 19:53:56,2025-03-13 20:23:33,resolved,email,C107865,,VA-AC-CH65,Product fault,Normal,Chat Frontline,A3015,,,,,N,What is the battery life on 65W GaN Charger?,Shared spec details with customer.,legacy_fd
T400494,2025-03-12 15:58:33,2025-03-12 17:51:45,2025-03-13 07:21:08,resolved,social,C108906,VR903655,VA-SW-NX1,How-to,Normal,Chat Frontline,A3001,,5,,,N,How do I pair Nexa Smartwatch with my phone? Blinking red only.,Walked customer through app update. Issue closed.,legacy_fd
T400354,2025-03-12 17:12:20,2025-03-12 17:25:23,2025-03-12 12:48:51,closed,email,C104543,VR908188,VA-EB-AIR,Account,Normal,Returns Desk,A3036,,4,,,N,Is AirLite Earbuds compatible with iPhone?,Answered compatibility question.,legacy_fd
T400377,2025-03-12 20:48:35,2025-03-12 20:51:19,2025-03-13 12:16:48,resolved,chat,C100131,VR905678,VA-EB-PL1,Account,Normal,Chat Frontline,A3010,,5,,,N,Is Pulse True Wireless Earbuds compatible with iPhone?,"Info provided, no further action.",legacy_fd
T400343,2025-03-12 21:45:02,2025-03-12 21:48:21,2025-03-13 16:16:25,resolved,chat,C101383,VR909284,VA-EB-AIR,How-to,Normal,Voice Frontline,A3028,,,,,N,Please resend my order invoice.,GST invoice shared.,legacy_fd
T400356,2025-03-12 22:23:58,2025-03-12 22:35:43,2025-03-13 12:58:11,closed,chat,C106598,VR884876,VA-AC-CH65,Returns,Normal,Chat Frontline,A3014,,,142400,RETURN-QC-OK,N,Want to return the speaker. Sound isn't what I wanted.,"Item received back, QC OK, refunded.",legacy_fd
T400443,2025-03-12 23:12:06,2025-03-13 05:48:47,,pending,email,C102507,VR900312,VA-HP-ST2,Returns,Normal,Returns Desk,A3037,,,474900,GW-OTHER,N,"Bought Strata 2 Over-Ear Headphones from vireo.in, doesn't power up out of the box. I don't want another one, just refund.","Dead on arrival, cx does not want replacement. Refunded to original payment.",legacy_fd
T408899,2025-03-13 01:53:28,2025-03-13 02:02:52,2025-03-12 23:12:30,resolved,chat,C102920,,VA-EB-PL1,Returns,Normal,Chat Frontline,A3015,,3,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,legacy_fd
T406946,2025-03-13 04:17:23,2025-03-13 04:20:45,2025-03-13 22:01:21,resolved,chat,C109060,,VA-EB-PL2,Warranty,Normal,Email Frontline,A3021,,3,,,N,Firmware update fails at 60%.,Guided through reset and re-pair. Working now.,legacy_fd
T407860,2025-03-13 04:36:12,2025-03-13 07:18:17,2025-03-14 07:56:40,resolved,social,C106862,,VA-HP-ST3,Account,Normal,Chat Frontline,A3004,,,,,N,What is the battery life on Strata 3 Over-Ear Headphones?,"Info provided, no further action.",legacy_fd
T407751,2025-03-13 04:50:27,2025-03-13 05:02:29,2025-03-13 18:31:32,closed,chat,C103513,,VA-HP-ST2,Account,Normal,Email Frontline,A3019,,4,,,N,Does Strata 2 Over-Ear Headphones come with a charger in the box?,Answered compatibility question.,legacy_fd
T400336,2025-03-13 05:09:03,2025-03-13 05:16:41,2025-03-13 15:19:57,resolved,chat,C107956,VR908083,VA-SP-ORB,How-to,High,Chat Frontline,A3013,,4,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",legacy_fd
T400444,2025-03-13 06:49:25,2025-03-13 06:56:36,2025-03-13 15:52:04,resolved,chat,C106022,,VA-SP-ORB,Billing,Normal,Email Frontline,A3021,,,,,N,Please resend my order invoice.,Sent corrected invoice on email.,legacy_fd
T400507,2025-03-13 07:16:22,2025-03-13 07:19:51,2025-03-13 05:55:28,resolved,chat,C103460,VR886044,VA-SW-NX2,Account,High,Email Frontline,A3019,,3,,,N,What is the battery life on Nexa 2 Smartwatch?,Shared spec details with customer.,legacy_fd
T400455,2025-03-13 08:13:28,2025-03-13 13:40:18,2025-03-13 13:19:38,resolved,email,C106084,VR899429,VA-EB-AIR,Account,Normal,Chat Frontline,A3014,,,,,N,Does AirLite Earbuds come with a charger in the box?,Shared spec details with customer.,legacy_fd
T400313,2025-03-13 12:27:48,2025-03-14 08:38:32,2025-03-14 12:18:13,closed,email,C102563,VR900083,VA-EB-AIR,Account,High,Email Frontline,A3018,,,,,N,Does AirLite Earbuds come with a charger in the box?,Answered compatibility question.,legacy_fd
T400448,2025-03-13 14:40:43,2025-03-13 14:44:19,2025-03-13 15:58:05,resolved,voice,C101122,,VA-NB-ARC,Account,Normal,Chat Frontline,A3006,,,,,N,Is Arc Neckband compatible with iPhone?,"Info provided, no further action.",legacy_fd
T400572,2025-03-13 14:59:49,2025-03-13 16:06:59,2025-03-13 13:46:14,resolved,email,C109434,VR898356,VA-EB-PL1,Delivery,Low,Chat Frontline,A3012,,4,,,N,Delivery agent asking for extra charge.,"Escalated to logistics, delivered next day.",legacy_fd
T400594,2025-03-13 15:14:17,2025-03-13 16:04:39,2025-03-14 00:07:27,closed,voice,C100455,VR906306,VA-EB-PL1,Account,Normal,Voice Frontline,A3024,,3,,,N,Does Pulse True Wireless Earbuds come with a charger in the box?,"Info provided, no further action.",legacy_fd
T408070,2025-03-13 17:08:50,2025-03-13 17:18:10,2025-03-14 13:07:43,resolved,chat,C109436,,VA-NB-ARC,How-to,Normal,Logistics,A3029,,,,,N,How do I pair Arc Neckband with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T408699,2025-03-14 00:05:19,2025-03-14 00:07:35,2025-03-14 14:16:54,closed,voice,C103649,,VA-SW-NX1,Account,High,Escalations & Warranty,A3042,,,,,N,What is the battery life on Nexa Smartwatch?,Shared spec details with customer.,legacy_fd
T400358,2025-03-14 00:16:16,2025-03-14 00:26:47,2025-03-14 19:51:25,closed,chat,C109153,VR894077,VA-SW-NX1,Account,Normal,Billing,A3033,,3,,,N,Is Nexa Smartwatch compatible with iPhone?,Shared spec details with customer.,legacy_fd
T400387,2025-03-14 03:38:55,2025-03-14 08:51:26,,open,email,C106292,VR887474,VA-EB-AIR,Warranty,Normal,Email Frontline,A3019,,,,,N,"AirLite Earbuds screen flickering, in warranty.",Sent for repair under warranty. Returned to customer.,legacy_fd
T407055,2025-03-14 06:25:08,2025-03-14 06:33:52,2025-03-14 16:45:55,resolved,chat,C106882,,VA-SW-NX1,Billing,Low,Chat Frontline,A3034,,,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T408865,2025-03-14 07:05:37,2025-03-14 12:00:35,2025-03-15 02:42:14,closed,email,C106097,,VA-HP-ST2,Warranty,High,Voice Frontline,A3024,,,,,N,Battery draining fast on my Strata 2 Over-Ear Headphones.,Warranty replacement approved by Tier 2.,legacy_fd
T407581,2025-03-14 09:51:58,2025-03-14 11:08:42,2025-03-14 23:09:05,resolved,email,C102197,,VA-NB-ARC,Warranty,Normal,Logistics,A3030,,,,,Y,Battery draining fast on my Arc Neckband.,Sent for repair under warranty. Returned to customer.,legacy_fd
T400579,2025-03-14 15:20:11,2025-03-14 22:23:18,2025-03-15 19:00:58,closed,email,C101637,VR908213,VA-HP-ST3,Returns,Normal,Logistics,A3028,,5,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T408583,2025-03-14 16:45:11,2025-03-14 20:56:26,2025-03-15 11:09:34,resolved,email,C107229,,VA-HP-ST3,Delivery,Normal,Logistics,A3027,,,699900,LOST-TRANSIT,N,"Package lost in transit, tracking stuck at hub since last week.",Lost in transit per carrier claim. Refunded.,legacy_fd
T408583,2025-03-14 16:45:11,2025-03-14 20:56:26,2025-03-15 11:09:34,resolved,email,C107229,,VA-HP-ST3,Delivery,Normal,Logistics,A3027,,,6999,LOST-TRANSIT,N,"Package lost in transit, tracking stuck at hub since last week.",Lost in transit per carrier claim. Refunded.,helpdesk
T400619,2025-03-14 18:50:22,2025-03-14 19:24:06,2025-03-15 14:09:12,closed,chat,C107130,VR907756,VA-EB-AIR,Delivery,Low,Chat Frontline,A3001,,3,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,legacy_fd
T407723,2025-03-14 19:37:49,2025-03-14 20:18:23,2025-03-15 12:02:24,resolved,voice,C101617,,VA-HP-ST2,Returns,Normal,Escalations & Warranty,A3041,,4,499900,DOA-REPL,N,DOA unit. Tried 3 cables. Nothing. Refund me.,"unit nahi chal raha out of box, cx wants paisa wapas, done",legacy_fd
T400373,2025-03-14 23:57:51,2025-03-15 02:44:14,2025-03-14 21:46:51,resolved,social,C101645,VR898272,VA-AC-CH65,How-to,High,Chat Frontline,A3018,,4,,,N,Firmware update fails at 60%.,"Explained pairing steps, resolved.",legacy_fd
T400404,2025-03-15 00:50:14,2025-03-15 06:13:43,2025-03-15 13:20:42,closed,email,C107001,VR892868,VA-SW-NX2,Billing,Normal,Chat Frontline,A3003,,,,,N,When will Nexa 2 Smartwatch be delivered?,"Escalated to logistics, delivered next day.",legacy_fd
T400404,2025-03-15 00:50:14,2025-03-15 06:13:43,2025-03-15 13:20:42,closed,email,C107001,VR892868,VA-SW-NX2,Billing,Normal,Chat Frontline,A3003,,,,,N,When will Nexa 2 Smartwatch be delivered?,"Escalated to logistics, delivered next day.",helpdesk
T400453,2025-03-15 00:51:02,2025-03-15 00:52:05,2025-03-15 12:47:47,resolved,chat,C109458,VR898144,VA-EB-AIR,How-to,Normal,Chat Frontline,A3009,,,,,N,Firmware update fails at 60%.,Walked customer through app update. Issue closed.,legacy_fd
T407123,2025-03-15 01:02:33,2025-03-15 01:03:24,2025-03-16 01:31:26,resolved,chat,C103651,,VA-SP-ORB,Returns,Normal,Voice Frontline,A3036,,,599900,GW-OTHER,N,"Item delivered 2 days back. Not working, completely dead. Please return and refund.",Confirmed DOA within 7 days. Customer opted for refund over replacement. Refund raised.,legacy_fd
T400323,2025-03-15 01:32:41,2025-03-15 07:12:08,2025-03-16 01:35:57,resolved,email,C105426,VR884872,VA-HP-ST3,Warranty,Normal,Chat Frontline,A3013,,,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400604,2025-03-15 06:01:39,2025-03-15 06:03:58,2025-03-15 07:43:19,resolved,email,C107791,VR891192,VA-SW-NX1,Billing,Low,Chat Frontline,A3025,,4,,,N,When will Nexa Smartwatch be delivered?,"Escalated to logistics, delivered next day.",legacy_fd
T400482,2025-03-15 06:09:25,2025-03-15 06:43:35,,open,chat,C106326,VR892633,VA-SW-NX2,Warranty,Normal,Email Frontline,A3022,,,,,Y,Left earbud crackling after 4 months.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400452,2025-03-15 07:02:37,2025-03-15 07:07:26,2025-03-15 18:37:35,resolved,chat,C103953,VR895338,VA-NB-ARC,Delivery,High,Voice Frontline,A3026,,4,,,N,When will Arc Neckband be delivered?,Informed customer of delay; delivered.,legacy_fd
T400589,2025-03-15 08:51:37,2025-03-15 12:34:32,2025-03-16 06:30:50,resolved,email,C107643,VR897641,VA-SP-MINI,Account,Normal,Billing,A3032,,,,,N,What is the battery life on Orbit Mini Speaker?,Answered compatibility question.,legacy_fd
T409044,2025-03-15 10:48:16,2025-03-15 11:01:11,2025-03-15 21:26:46,closed,chat,C108130,,VA-HP-ST3,Product fault,Normal,Email Frontline,A3008,,4,,,N,Battery draining fast on my Strata 3 Over-Ear Headphones.,"Raised RMA, repair done in service centre. Customer satisfied.",legacy_fd
T400532,2025-03-15 11:59:41,2025-03-15 12:57:15,2025-03-15 16:11:05,closed,chat,C106231,VR905654,VA-SW-NX2,Returns,Low,Chat Frontline,A3011,,,1039800,GW-OTHER,N,"the Nexa 2 Smartwatch arrived faulty. no lights, no pairing. I want a full refund","Unit dead on arrival, customer chose refund. Pickup scheduled, refund processed.",legacy_fd
T400371,2025-03-15 12:39:57,2025-03-15 12:51:53,2025-03-16 02:29:21,closed,chat,C103942,VR890766,VA-SP-ORB,How-to,Low,Chat Frontline,A3002,,4,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,legacy_fd
T400471,2025-03-15 18:14:07,2025-03-16 00:58:38,2025-03-16 03:50:38,resolved,email,C102433,VR908594,VA-EB-AIR,How-to,Normal,Logistics,A3027,,,,,N,How do I pair AirLite Earbuds with my phone? Blinking red only.,"Explained pairing steps, resolved.",legacy_fd
T407203,2025-03-15 20:40:18,2025-03-15 20:49:34,2025-03-16 00:56:50,resolved,chat,C107556,,VA-NB-ARC,Account,Low,Email Frontline,A3016,,3,,,N,Is Arc Neckband compatible with iPhone?,Shared spec details with customer.,legacy_fd
T400440,2025-03-15 20:50:57,2025-03-15 21:40:02,2025-03-16 08:31:54,resolved,social,C106366,,VA-HP-ST2,Delivery,Normal,Voice Frontline,A3026,,,,,N,Where is my order? Tracking not updating.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T406657,2025-03-15 21:00:39,2025-03-16 02:06:01,2025-03-17 00:20:35,resolved,email,C103411,,VA-AC-CASE,Delivery,Low,Chat Frontline,A3001,,3,,,N,How do I pair Pulse Charging Case (spare) with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T400346,2025-03-16 01:18:33,2025-03-16 01:19:27,2025-03-16 14:49:17,resolved,chat,C102690,VR884311,VA-EB-AIR,Account,Low,Voice Frontline,A3005,,,,,N,What is the battery life on AirLite Earbuds?,"Info provided, no further action.",legacy_fd
T408028,2025-03-16 01:52:13,2025-03-16 01:53:03,2025-03-16 07:22:21,closed,chat,C107104,,VA-HP-ST3,How-to,Low,Voice Frontline,A3025,,,,,N,How do I pair Strata 3 Over-Ear Headphones with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T407013,2025-03-16 02:47:18,2025-03-16 08:02:02,2025-03-16 14:06:24,resolved,email,C103595,,VA-AC-CH65,Account,High,Email Frontline,A3018,,4,,,N,What is the battery life on 65W GaN Charger?,Answered compatibility question.,legacy_fd
T400320,2025-03-16 02:57:26,2025-03-16 07:40:47,2025-03-16 09:19:00,closed,email,C105481,VR903195,VA-HP-ST3,Billing,Normal,Email Frontline,A3018,,5,,,N,Please resend my order invoice.,GST invoice shared.,legacy_fd
T400457,2025-03-16 05:09:10,2025-03-16 15:20:02,2025-03-16 12:11:47,resolved,email,C105155,VR907360,VA-SW-NX2,How-to,Normal,Logistics,A3029,,4,,,N,How do I pair Nexa 2 Smartwatch with my phone? Blinking red only.,Guided through reset and re-pair. Working now.,legacy_fd
T408137,2025-03-16 05:50:53,2025-03-16 06:18:47,2025-03-17 04:58:45,resolved,email,C107240,,VA-SW-FIT,Returns,Low,Returns Desk,A3037,,,199900,GW-OTHER,N,"Item delivered 2 days back. Not working, completely dead. Please return and refund.",Confirmed DOA within 7 days. Customer opted for refund over replacement. Refund raised.,legacy_fd
T400432,2025-03-16 10:14:48,2025-03-16 15:48:45,2025-03-16 16:08:21,resolved,social,C100295,VR892216,VA-EB-PL1,Delivery,Normal,Chat Frontline,A3014,,,,,N,Delivery agent asking for extra charge.,Informed customer of delay; delivered.,legacy_fd
T400498,2025-03-16 10:21:58,2025-03-16 10:42:37,2025-03-17 03:36:42,resolved,social,C100353,VR906530,VA-SW-NX2,Delivery,Normal,Returns Desk,A3036,,,649900,LOST-TRANSIT,N,Still haven't received my Nexa 2 Smartwatch. Tracking hasn't moved in a week.,Undelivered / RTO. Refund done to source.,legacy_fd
T400355,2025-03-16 11:25:31,2025-03-16 17:13:20,2025-03-16 12:08:59,resolved,email,C106681,,VA-EB-AIR,Billing,Normal,Voice Frontline,A3023,,,,,N,"Invoice shows wrong name, please correct.",GST invoice shared.,legacy_fd
T407799,2025-03-16 16:38:26,2025-03-16 19:32:31,2025-03-17 05:43:28,resolved,social,C101388,,VA-AC-CH65,Warranty,Normal,Chat Frontline,A3004,,4,,,N,Battery draining fast on my 65W GaN Charger.,Warranty replacement approved by Tier 2.,legacy_fd
T407289,2025-03-16 18:01:06,2025-03-16 18:04:14,2025-03-17 13:10:22,closed,chat,C103744,,VA-SP-ORB,Returns,Low,Returns Desk,A3037,,,599900,GW-OTHER,N,Sending back my Orbit Smart Speaker. Not what I expected. Please arrange pickup.,Processed.,legacy_fd
T408284,2025-03-16 20:28:40,2025-03-16 23:40:01,2025-03-17 06:44:02,resolved,social,C101698,,VA-SP-MINI,Warranty,Low,Chat Frontline,A3007,,,,,N,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,legacy_fd
T400611,2025-03-16 21:13:23,2025-03-16 21:21:25,2025-03-17 10:13:52,resolved,chat,C102541,VR887159,VA-SP-MINI,Delivery,Low,Email Frontline,A3022,,,,,N,Where is my order? Tracking not updating.,Informed customer of delay; delivered.,legacy_fd
T400333,2025-03-16 21:28:04,2025-03-17 02:39:10,2025-03-16 23:52:18,closed,email,C101410,,VA-HP-ST2,Account,High,Email Frontline,A3021,,,,,N,Does Strata 2 Over-Ear Headphones come with a charger in the box?,Answered compatibility question.,legacy_fd
T400530,2025-03-16 21:36:08,2025-03-16 23:42:41,2025-03-17 08:09:38,resolved,social,C107934,VR901599,VA-SW-NX2,Billing,Low,Escalations & Warranty,A3043,,,,,N,Need GST invoice for my order.,Invoice reissued.,legacy_fd
T408287,2025-03-16 22:55:58,2025-03-17 00:30:51,2025-03-17 21:11:58,resolved,social,C108202,,VA-HP-ST2,Returns,High,Chat Frontline,A3020,,5,,,N,Where is my order? Tracking not updating.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T406858,2025-03-16 23:15:30,2025-03-16 23:28:39,2025-03-17 15:17:03,resolved,chat,C108558,,VA-NB-ARC,Returns,Normal,Chat Frontline,A3005,,,,,Y,Left earbud crackling after 4 months.,Warranty replacement approved by Tier 2.,legacy_fd
T400492,2025-03-17 01:14:27,2025-03-17 01:52:35,2025-03-17 10:03:07,resolved,voice,C104143,VR901100,VA-SW-NX2,Billing,Normal,Billing,A3032,,,552400,DUP-PAYMENT,N,"Money got deducted two times, only one order placed.",Duplicate payment confirmed with gateway. Second charge refunded.,legacy_fd
T400364,2025-03-17 03:18:10,2025-03-17 03:26:12,2025-03-17 19:39:08,resolved,chat,C104660,VR897582,VA-AC-CBL,Account,Normal,Logistics,A3030,,,,,N,Does USB-C Braided Cable come with a charger in the box?,Answered compatibility question.,legacy_fd
T400420,2025-03-17 04:39:48,2025-03-17 05:57:04,2025-03-17 11:20:28,resolved,social,C101781,,VA-SP-ORB,Warranty,Low,Returns Desk,A3038,,4,539900,DOA-REPL,N,"Orbit Smart Speaker is dead on arrival. Left side not charging, box is 3 days old. Refund please.",DOA verified by video. Full refund issued at customer request.,legacy_fd
T400420,2025-03-17 04:39:48,2025-03-17 05:57:04,2025-03-17 11:20:28,resolved,social,C101781,,VA-SP-ORB,Warranty,Low,Returns Desk,A3038,,4,5399,DOA-REPL,N,"Orbit Smart Speaker is dead on arrival. Left side not charging, box is 3 days old. Refund please.",DOA verified by video. Full refund issued at customer request.,helpdesk
T400617,2025-03-17 04:50:02,2025-03-17 05:12:13,2025-03-17 07:54:36,resolved,voice,C107195,VR900504,VA-EB-PL1,Delivery,Normal,Escalations & Warranty,A3042,,,,,N,Where is my order? Tracking not updating.,"Shared updated tracking, courier ETA confirmed.",legacy_fd
T407452,2025-03-17 05:43:30,2025-03-17 05:50:17,2025-03-17 23:25:11,resolved,chat,C108199,,VA-EB-PL2,Billing,Normal,Returns Desk,A3037,,4,,,N,Need GST invoice for my order.,Sent corrected invoice on email.,legacy_fd
T408126,2025-03-17 07:58:47,2025-03-17 14:12:42,2025-03-17 11:05:23,resolved,social,C100890,,VA-HP-ST2,Account,Normal,Email Frontline,A3018,,,,,N,Is Strata 2 Over-Ear Headphones compatible with iPhone?,Shared spec details with customer.,legacy_fd
T400334,2025-03-17 08:43:08,2025-03-17 15:38:01,2025-03-17 11:51:38,resolved,email,C101734,,VA-SW-NX2,How-to,Low,Returns Desk,A3037,,,584900,GW-OTHER,N,"Returning the watch, strap is uncomfortable. Refund once you get it.","returned product looked good on inspection, money released",legacy_fd
